ride_id,travel_date,travel_time,travel_from,car_type,max_capacity,Count
10352,2018-02-12,07:13,Kehancha,Bus,49,11
10353,2018-02-12,07:09,Rongo,Bus,49,4
10355,2018-01-02,07:06,Kisii,Bus,49,1
10356,2018-01-02,05:20,Kisii,shuttle,11,1
10359,2018-02-12,07:15,Rongo,Bus,49,2
10360,2018-01-01,06:10,Kisii,shuttle,11,3
10361,2018-01-01,06:00,Kisii,shuttle,11,1
10362,2018-01-01,05:00,Kisii,shuttle,11,2
10363,2018-01-01,05:30,Kisii,shuttle,11,2
10364,2018-01-01,19:03,Kisii,Bus,49,4
10365,2018-02-12,07:10,Rongo,Bus,49,1
10368,2017-12-31,05:00,Kisii,shuttle,11,2
10369,2017-12-31,07:30,Kisii,shuttle,11,1
10370,2017-12-31,08:00,Kisii,shuttle,11,1
10372,2018-02-12,09:10,Keroka,shuttle,11,1
10374,2017-12-30,05:00,Kisii,shuttle,11,2
10375,2017-12-30,07:06,Kisii,Bus,49,3
10376,2017-12-30,07:07,Kisii,Bus,49,1
10377,2017-12-30,05:50,Kisii,shuttle,11,1
10378,2017-12-30,10:52,Kisii,shuttle,11,1
10381,2017-12-29,07:05,Kisii,Bus,49,1
10382,2017-12-29,07:06,Kisii,Bus,49,9
10383,2017-12-29,07:07,Kisii,Bus,49,4
10384,2017-12-29,07:15,Kisii,Bus,49,8
10385,2017-12-29,11:04,Kisii,shuttle,11,7
10387,2017-12-29,11:03,Kisii,shuttle,11,11
10388,2017-12-29,11:02,Kisii,shuttle,11,11
10389,2017-12-29,10:58,Kisii,shuttle,11,11
10390,2017-12-29,11:01,Kisii,shuttle,11,11
10391,2017-12-29,10:56,Kisii,shuttle,11,8
10392,2017-12-29,10:57,Kisii,shuttle,11,5
10393,2017-12-29,10:55,Kisii,shuttle,11,10
10394,2017-12-29,10:54,Kisii,shuttle,11,10
10395,2017-12-29,10:50,Kisii,shuttle,11,9
10396,2017-12-29,10:52,Kisii,shuttle,11,8
10397,2017-12-29,10:53,Kisii,shuttle,11,11
10398,2017-12-29,10:00,Kisii,shuttle,11,3
10399,2017-12-29,10:30,Kisii,shuttle,11,3
10400,2018-02-12,07:08,Kehancha,Bus,49,16
10401,2017-12-29,09:30,Kisii,shuttle,11,1
10402,2017-12-29,10:51,Kisii,shuttle,11,11
10403,2018-02-12,07:09,Kijauri,shuttle,11,1
10404,2017-12-29,10:40,Kisii,shuttle,11,11
10405,2018-02-12,07:14,Nyachenge,Bus,49,1
10406,2018-02-12,07:04,Homa Bay,Bus,49,24
10407,2018-02-12,06:40,Kijauri,shuttle,11,1
10408,2018-02-12,06:30,Kijauri,shuttle,11,1
10409,2018-02-12,07:00,Sirare,Bus,49,4
10410,2018-02-12,06:10,Kijauri,shuttle,11,1
10411,2018-02-12,05:30,Kijauri,shuttle,11,3
10412,2018-02-12,07:08,Migori,Bus,49,1
10415,2017-12-29,10:20,Kisii,shuttle,11,3
10419,2017-12-29,06:00,Kisii,shuttle,11,1
10420,2017-12-29,05:00,Kisii,shuttle,11,1
10425,2017-12-28,06:30,Kisii,shuttle,11,1
10426,2017-12-28,07:06,Kisii,Bus,49,3
10427,2017-12-28,07:05,Kisii,Bus,49,1
10428,2017-12-28,10:59,Kisii,shuttle,11,11
10429,2017-12-28,10:55,Kisii,shuttle,11,5
10430,2017-12-28,10:57,Kisii,shuttle,11,5
10431,2017-12-28,10:58,Kisii,shuttle,11,1
10432,2017-12-28,10:56,Kisii,shuttle,11,8
10433,2018-02-13,07:04,Nyachenge,Bus,49,1
10434,2018-02-13,07:05,Nyachenge,Bus,49,5
10435,2018-02-13,19:07,Sirare,Bus,49,43
10436,2018-02-13,07:04,Rongo,Bus,49,13
10437,2018-02-13,07:08,Awendo,Bus,49,21
10438,2018-02-13,07:10,Homa Bay,Bus,49,9
10439,2018-02-13,07:09,Homa Bay,Bus,49,21
10441,2018-02-13,07:12,Migori,Bus,49,47
10442,2018-02-13,07:05,Rongo,Bus,49,10
10443,2017-12-28,10:54,Kisii,shuttle,11,10
10444,2018-02-13,07:13,Kehancha,Bus,49,17
10445,2017-12-28,10:50,Kisii,shuttle,11,7
10446,2017-12-28,10:53,Kisii,shuttle,11,4
10447,2017-12-28,10:51,Kisii,shuttle,11,2
10448,2017-12-28,10:40,Kisii,shuttle,11,10
10449,2018-02-13,07:08,Kehancha,Bus,49,15
10450,2017-12-28,09:30,Kisii,shuttle,11,7
10451,2017-12-28,10:30,Kisii,shuttle,11,9
10452,2017-12-28,09:20,Kisii,shuttle,11,10
10453,2017-12-28,10:20,Kisii,shuttle,11,11
10454,2017-12-28,10:10,Kisii,shuttle,11,11
10455,2017-12-28,10:00,Kisii,shuttle,11,5
10456,2017-12-28,09:50,Kisii,shuttle,11,2
10457,2017-12-28,09:40,Kisii,shuttle,11,5
10458,2017-12-28,08:20,Kisii,shuttle,11,4
10459,2018-02-13,07:09,Rongo,Bus,49,1
10460,2017-12-28,09:10,Kisii,shuttle,11,3
10461,2017-12-28,08:50,Kisii,shuttle,11,5
10462,2017-12-28,08:40,Kisii,shuttle,11,3
10463,2017-12-28,19:06,Kisii,Bus,49,16
10464,2017-12-28,19:05,Kisii,Bus,49,10
10465,2017-12-28,05:00,Kisii,shuttle,11,1
10468,2017-12-27,07:06,Kisii,Bus,49,10
10469,2017-12-27,10:54,Kisii,shuttle,11,1
10470,2017-12-27,07:04,Kisii,Bus,49,1
10471,2017-12-27,05:10,Kisii,shuttle,11,1
10472,2017-12-27,05:40,Kisii,shuttle,11,1
10473,2017-12-27,05:00,Kisii,shuttle,11,2
10476,2017-12-26,09:10,Kisii,shuttle,11,1
10477,2017-12-26,10:10,Kisii,shuttle,11,1
10478,2017-12-26,08:10,Kisii,shuttle,11,1
10479,2017-12-25,07:20,Kisii,shuttle,11,1
10480,2017-12-25,07:09,Kisii,shuttle,11,1
10481,2017-12-25,06:30,Kisii,shuttle,11,3
10482,2017-12-25,08:00,Kisii,shuttle,11,2
10483,2017-12-25,05:00,Kisii,shuttle,11,1
10484,2017-12-24,09:50,Kisii,shuttle,11,1
10485,2017-12-24,09:40,Kisii,shuttle,11,1
10486,2017-12-24,09:30,Kisii,shuttle,11,3
10487,2017-12-24,08:50,Kisii,shuttle,11,1
10488,2017-12-24,08:20,Kisii,shuttle,11,1
10489,2017-12-24,19:05,Kisii,Bus,49,1
10490,2017-12-24,19:06,Kisii,Bus,49,2
10491,2017-12-24,07:06,Kisii,Bus,49,4
10492,2017-12-24,07:50,Kisii,shuttle,11,7
10493,2017-12-24,05:50,Kisii,shuttle,11,1
10494,2017-12-24,05:40,Kisii,shuttle,11,2
10495,2017-12-24,05:00,Kisii,shuttle,11,2
10500,2017-12-23,07:10,Kisii,Bus,49,2
10501,2017-12-23,07:14,Kisii,Bus,49,21
10502,2017-12-23,07:06,Kisii,Bus,49,17
10503,2018-02-13,07:06,Kijauri,Bus,49,3
10504,2018-02-13,07:15,Rongo,Bus,49,1
10505,2017-12-23,09:30,Kisii,shuttle,11,3
10506,2018-02-13,07:15,Awendo,Bus,49,1
10507,2017-12-23,05:20,Kisii,shuttle,11,2
10508,2017-12-23,06:40,Kisii,shuttle,11,1
10509,2017-12-23,05:40,Kisii,shuttle,11,1
10510,2017-12-23,05:00,Kisii,shuttle,11,1
10512,2018-02-13,07:04,Homa Bay,Bus,49,23
10513,2018-02-13,07:15,Migori,Bus,49,16
10514,2018-02-13,07:00,Sirare,Bus,49,5
10515,2018-02-13,05:20,Kijauri,shuttle,11,1
10516,2018-02-13,07:11,Rongo,Bus,49,1
10525,2017-12-22,07:14,Kisii,Bus,49,1
10526,2017-12-22,07:06,Kisii,Bus,49,3
10527,2017-12-22,10:10,Kisii,shuttle,11,8
10529,2017-12-22,10:20,Kisii,shuttle,11,4
10530,2017-12-22,10:00,Kisii,shuttle,11,8
10531,2017-12-22,09:50,Kisii,shuttle,11,10
10532,2017-12-22,09:40,Kisii,shuttle,11,11
10533,2017-12-22,09:30,Kisii,shuttle,11,11
10534,2017-12-22,09:20,Kisii,shuttle,11,11
10535,2017-12-22,08:40,Kisii,shuttle,11,11
10536,2018-02-14,07:11,Nyachenge,Bus,49,1
10537,2018-02-14,19:07,Sirare,Bus,49,25
10538,2017-12-22,09:10,Kisii,shuttle,11,11
10539,2018-02-14,07:12,Migori,Bus,49,38
10540,2018-02-14,07:09,Homa Bay,Bus,49,32
10541,2018-02-14,07:14,Rongo,Bus,49,1
10542,2018-02-14,07:08,Awendo,Bus,49,19
10543,2018-02-14,07:06,Keroka,Bus,49,2
10544,2018-02-14,07:09,Rongo,Bus,49,6
10545,2017-12-22,09:00,Kisii,shuttle,11,11
10546,2018-02-14,07:15,Awendo,Bus,49,1
10547,2018-02-14,07:13,Kehancha,Bus,49,4
10548,2017-12-22,08:50,Kisii,shuttle,11,9
10549,2017-12-22,07:40,Kisii,shuttle,11,11
10550,2018-02-14,07:14,Nyachenge,Bus,49,2
10551,2018-02-14,07:05,Nyachenge,Bus,49,2
10552,2018-02-14,07:07,Keroka,Bus,49,2
10553,2018-02-14,10:20,Keroka,shuttle,11,1
10554,2017-12-22,08:30,Kisii,shuttle,11,11
10555,2017-12-22,08:20,Kisii,shuttle,11,11
10556,2018-02-14,07:05,Rongo,Bus,49,8
10557,2017-12-22,08:10,Kisii,shuttle,11,10
10558,2017-12-22,08:00,Kisii,shuttle,11,11
10559,2017-12-22,07:50,Kisii,shuttle,11,11
10560,2018-02-14,07:04,Homa Bay,Bus,49,16
10561,2017-12-22,19:05,Kisii,Bus,49,8
10562,2017-12-22,07:30,Kisii,shuttle,11,11
10563,2018-02-14,08:30,Keroka,shuttle,11,1
10564,2017-12-22,07:20,Kisii,shuttle,11,11
10565,2017-12-22,07:09,Kisii,shuttle,11,11
10566,2017-12-22,19:04,Kisii,Bus,49,8
10567,2017-12-22,07:00,Kisii,shuttle,11,9
10568,2017-12-22,19:03,Kisii,Bus,49,2
10569,2017-12-22,07:07,Kisii,Bus,49,18
10570,2017-12-22,06:40,Kisii,shuttle,11,11
10571,2017-12-22,06:50,Kisii,shuttle,11,11
10572,2017-12-22,05:00,Kisii,shuttle,11,1
10573,2017-12-22,06:30,Kisii,shuttle,11,11
10574,2017-12-22,06:20,Kisii,shuttle,11,8
10575,2018-02-14,07:08,Kehancha,Bus,49,4
10576,2017-12-22,06:10,Kisii,shuttle,11,2
10577,2017-12-22,06:00,Kisii,shuttle,11,1
10578,2017-12-22,05:20,Kisii,shuttle,11,1
10580,2018-02-14,07:04,Rongo,Bus,49,13
10582,2018-02-14,07:15,Migori,Bus,49,10
10583,2018-02-14,07:00,Sirare,Bus,49,9
10592,2017-12-21,07:07,Kisii,Bus,49,18
10593,2017-12-21,10:50,Kisii,shuttle,11,5
10594,2017-12-21,19:04,Kisii,Bus,49,9
10595,2017-12-21,10:40,Kisii,shuttle,11,5
10596,2017-12-21,07:06,Kisii,Bus,49,32
10597,2017-12-21,10:30,Kisii,shuttle,11,6
10598,2017-12-21,19:03,Kisii,Bus,49,38
10599,2017-12-21,10:20,Kisii,shuttle,11,9
10600,2017-12-21,10:10,Kisii,shuttle,11,10
10601,2018-02-15,19:07,Sirare,Bus,49,36
10602,2018-02-15,07:04,Homa Bay,Bus,49,20
10603,2018-02-15,07:09,Homa Bay,Bus,49,17
10604,2018-02-15,07:08,Awendo,Bus,49,15
10605,2018-02-15,07:12,Migori,Bus,49,36
10606,2018-02-15,07:08,Migori,Bus,49,1
10607,2018-02-15,07:15,Awendo,Bus,49,4
10608,2018-02-15,07:05,Nyachenge,Bus,49,4
10609,2018-02-15,07:14,Rongo,Bus,49,2
10610,2018-02-15,19:07,Awendo,Bus,49,1
10611,2018-02-15,07:13,Kehancha,Bus,49,8
10612,2017-12-21,10:00,Kisii,shuttle,11,11
10613,2017-12-21,07:10,Kisii,Bus,49,8
10614,2017-12-21,09:50,Kisii,shuttle,11,11
10615,2018-02-15,09:00,Keroka,shuttle,11,1
10616,2017-12-21,07:02,Kisii,Bus,49,1
10617,2017-12-21,09:40,Kisii,shuttle,11,11
10618,2017-12-21,09:00,Kisii,shuttle,11,7
10619,2017-12-21,09:30,Kisii,shuttle,11,11
10620,2017-12-21,09:20,Kisii,shuttle,11,11
10621,2018-02-15,07:09,Rongo,Bus,49,1
10622,2017-12-21,08:50,Kisii,shuttle,11,3
10623,2018-02-15,05:00,Keroka,shuttle,11,1
10624,2017-12-21,09:10,Kisii,shuttle,11,11
10625,2018-02-15,07:08,Kehancha,Bus,49,11
10626,2017-12-21,08:40,Kisii,shuttle,11,9
10627,2017-12-21,08:30,Kisii,shuttle,11,11
10628,2017-12-21,07:08,Kisii,Bus,49,2
10629,2017-12-21,08:20,Kisii,shuttle,11,11
10630,2017-12-21,08:10,Kisii,shuttle,11,11
10631,2017-12-21,08:00,Kisii,shuttle,11,11
10632,2017-12-21,07:50,Kisii,shuttle,11,11
10633,2018-02-15,06:20,Kijauri,shuttle,11,3
10634,2018-02-15,07:06,Kijauri,Bus,49,3
10635,2017-12-21,07:40,Kisii,shuttle,11,11
10636,2018-02-15,06:40,Kijauri,shuttle,11,2
10637,2018-02-15,07:05,Rongo,Bus,49,8
10638,2018-02-15,06:10,Kijauri,shuttle,11,1
10639,2018-02-15,07:00,Sirare,Bus,49,7
10640,2018-02-15,07:15,Migori,Bus,49,13
10641,2018-02-15,06:00,Kijauri,shuttle,11,2
10645,2017-12-21,07:20,Kisii,shuttle,11,11
10648,2017-12-21,07:30,Kisii,shuttle,11,11
10650,2018-02-15,07:00,Awendo,Bus,49,2
10651,2017-12-21,07:09,Kisii,shuttle,11,8
10652,2017-12-21,07:00,Kisii,shuttle,11,11
10653,2018-02-16,07:04,Rongo,Bus,49,11
10654,2018-02-16,19:07,Sirare,Bus,49,40
10655,2018-02-16,07:14,Rongo,Bus,49,13
10656,2018-02-16,07:09,Homa Bay,Bus,49,31
10657,2018-02-16,07:15,Migori,Bus,49,10
10658,2018-02-16,07:10,Homa Bay,Bus,49,8
10659,2018-02-16,07:15,Awendo,Bus,49,4
10660,2018-02-16,07:08,Migori,Bus,49,15
10661,2018-02-16,07:12,Migori,Bus,49,30
10662,2018-02-16,05:00,Kijauri,shuttle,11,5
10663,2017-12-21,05:50,Kisii,shuttle,11,1
10664,2017-12-21,06:50,Kisii,shuttle,11,11
10665,2017-12-21,06:10,Kisii,shuttle,11,11
10666,2018-02-16,07:06,Kijauri,Bus,49,2
10667,2017-12-21,06:40,Kisii,shuttle,11,10
10668,2017-12-21,06:30,Kisii,shuttle,11,11
10669,2017-12-21,06:00,Kisii,shuttle,11,11
10670,2017-12-21,06:20,Kisii,shuttle,11,11
10671,2018-02-16,07:08,Awendo,Bus,49,25
10672,2018-02-16,10:55,Keroka,shuttle,11,2
10673,2017-12-21,05:30,Kisii,shuttle,11,6
10674,2017-12-21,05:20,Kisii,shuttle,11,1
10675,2017-12-21,05:40,Kisii,shuttle,11,1
10676,2017-12-21,05:00,Kisii,shuttle,11,1
10677,2017-12-21,05:10,Kisii,shuttle,11,2
10680,2017-12-20,07:02,Kisii,Bus,49,15
10681,2017-12-20,07:06,Kisii,Bus,49,14
10682,2017-12-20,07:14,Kisii,Bus,49,7
10683,2017-12-20,10:50,Kisii,shuttle,11,3
10684,2018-02-16,07:13,Kehancha,Bus,49,5
10685,2017-12-20,10:30,Kisii,shuttle,11,7
10686,2017-12-20,19:03,Kisii,Bus,49,12
10687,2017-12-20,10:20,Kisii,shuttle,11,11
10688,2018-02-16,09:30,Keroka,shuttle,11,2
10689,2017-12-20,10:00,Kisii,shuttle,11,12
10690,2017-12-20,10:10,Kisii,shuttle,11,11
10691,2018-02-16,07:08,Kehancha,Bus,49,11
10692,2018-02-16,07:05,Rongo,Bus,49,8
10693,2017-12-20,09:50,Kisii,shuttle,11,9
10694,2017-12-20,09:40,Kisii,shuttle,11,10
10695,2017-12-20,09:30,Kisii,shuttle,11,11
10696,2017-12-20,07:50,Kisii,shuttle,11,1
10697,2017-12-20,09:20,Kisii,shuttle,11,9
10698,2017-12-20,08:00,Kisii,shuttle,11,10
10699,2017-12-20,09:10,Kisii,shuttle,11,10
10700,2017-12-20,09:00,Kisii,shuttle,11,11
10701,2017-12-20,08:50,Kisii,shuttle,11,11
10702,2017-12-20,08:40,Kisii,shuttle,11,11
10703,2017-12-20,08:30,Kisii,shuttle,11,11
10704,2017-12-20,08:20,Kisii,shuttle,11,11
10705,2018-02-16,07:05,Nyachenge,Bus,49,2
10706,2017-12-20,08:10,Kisii,shuttle,11,11
10707,2018-02-16,07:04,Homa Bay,Bus,49,21
10708,2018-02-16,06:30,Kijauri,shuttle,11,1
10709,2018-02-16,07:00,Sirare,Bus,49,1
10710,2018-02-16,07:11,Homa Bay,Bus,49,1
10711,2018-02-16,05:40,Kijauri,shuttle,11,1
10716,2017-12-20,07:40,Kisii,shuttle,11,4
10717,2017-12-20,07:30,Kisii,shuttle,11,11
10720,2017-12-20,19:05,Kisii,Bus,49,10
10721,2017-12-20,19:06,Kisii,Bus,49,9
10722,2018-02-17,07:04,Rongo,Bus,49,19
10723,2018-02-17,07:00,Rongo,Bus,49,14
10724,2018-02-17,19:07,Sirare,Bus,49,31
10725,2018-02-17,07:05,Nyachenge,Bus,49,3
10726,2018-02-17,07:11,Homa Bay,Bus,49,2
10727,2017-12-20,07:20,Kisii,shuttle,11,6
10728,2018-02-17,07:08,Migori,Bus,49,19
10729,2018-02-17,07:12,Migori,Bus,49,27
10730,2018-02-17,07:08,Awendo,Bus,49,8
10731,2018-02-17,07:06,Keroka,Bus,49,5
10732,2018-02-17,07:09,Homa Bay,Bus,49,33
10733,2018-02-17,07:09,Rongo,Bus,49,1
10734,2018-02-17,07:15,Rongo,Bus,49,7
10735,2018-02-17,07:13,Kehancha,Bus,49,15
10736,2018-02-17,07:06,Kijauri,Bus,49,2
10737,2018-02-17,10:30,Kijauri,shuttle,11,2
10738,2018-02-17,07:15,Migori,Bus,49,2
10739,2018-02-17,10:00,Kijauri,shuttle,11,1
10740,2018-02-17,09:50,Kijauri,shuttle,11,1
10741,2018-02-17,09:00,Kijauri,shuttle,11,1
10742,2018-02-17,08:40,Kijauri,shuttle,11,1
10743,2018-02-17,08:20,Kijauri,shuttle,11,1
10744,2018-02-17,08:10,Kijauri,shuttle,11,1
10745,2018-02-17,07:50,Kijauri,shuttle,11,3
10746,2018-02-17,07:08,Kehancha,Bus,49,16
10747,2018-02-17,07:04,Homa Bay,Bus,49,11
10748,2018-02-17,07:00,Sirare,Bus,49,6
10749,2018-02-17,06:10,Kijauri,shuttle,11,1
10751,2018-02-17,07:05,Rongo,Bus,49,1
10752,2018-02-17,07:04,Nyachenge,Bus,49,1
10761,2017-12-20,07:09,Kisii,shuttle,11,6
10762,2018-02-18,07:10,Rongo,Bus,49,2
10763,2018-02-18,07:09,Homa Bay,Bus,49,31
10764,2018-02-18,07:12,Migori,Bus,49,31
10765,2018-02-18,07:08,Awendo,Bus,49,9
10766,2017-12-20,07:00,Kisii,shuttle,11,11
10767,2018-02-18,07:04,Homa Bay,Bus,49,16
10768,2018-02-18,07:15,Migori,Bus,49,21
10769,2018-02-18,07:08,Migori,Bus,49,17
10770,2018-02-18,07:08,Kehancha,Bus,49,18
10771,2017-12-20,19:04,Kisii,Bus,49,7
10772,2017-12-20,06:50,Kisii,shuttle,11,6
10773,2018-02-18,19:07,Sirare,Bus,49,7
10774,2018-02-18,07:13,Kehancha,Bus,49,10
10775,2017-12-20,06:40,Kisii,shuttle,11,11
10776,2017-12-20,06:30,Kisii,shuttle,11,10
10777,2017-12-20,07:07,Kisii,Bus,49,5
10778,2017-12-20,06:20,Kisii,shuttle,11,4
10779,2017-12-20,06:10,Kisii,shuttle,11,1
10780,2017-12-20,06:00,Kisii,shuttle,11,2
10781,2018-02-18,07:05,Rongo,Bus,49,9
10782,2017-12-20,05:00,Kisii,shuttle,11,6
10783,2017-12-20,05:20,Kisii,shuttle,11,10
10784,2017-12-20,05:10,Kisii,shuttle,11,7
10787,2017-12-19,07:06,Kisii,Bus,49,27
10788,2017-12-19,10:40,Kisii,shuttle,11,1
10789,2017-12-19,06:30,Kisii,shuttle,11,10
10790,2017-12-19,10:20,Kisii,shuttle,11,10
10791,2017-12-19,19:04,Kisii,Bus,49,15
10792,2017-12-19,10:10,Kisii,shuttle,11,11
10793,2017-12-19,10:00,Kisii,shuttle,11,11
10794,2018-02-18,07:06,Kijauri,Bus,49,7
10795,2017-12-19,07:10,Kisii,Bus,49,3
10796,2018-02-18,07:08,Rongo,Bus,49,1
10797,2017-12-19,07:14,Kisii,Bus,49,5
10798,2017-12-19,09:50,Kisii,shuttle,11,11
10799,2017-12-19,09:40,Kisii,shuttle,11,11
10800,2017-12-19,09:30,Kisii,shuttle,11,11
10801,2017-12-19,09:20,Kisii,shuttle,11,7
10802,2017-12-19,09:10,Kisii,shuttle,11,6
10803,2017-12-19,07:07,Kisii,Bus,49,11
10804,2017-12-19,09:00,Kisii,shuttle,11,9
10805,2017-12-19,08:50,Kisii,shuttle,11,11
10806,2017-12-19,08:40,Kisii,shuttle,11,11
10807,2017-12-19,08:30,Kisii,shuttle,11,11
10808,2017-12-19,08:20,Kisii,shuttle,11,11
10809,2017-12-19,08:10,Kisii,shuttle,11,11
10810,2017-12-19,08:00,Kisii,shuttle,11,11
10811,2017-12-19,07:50,Kisii,shuttle,11,11
10812,2017-12-19,19:05,Kisii,Bus,49,18
10813,2018-02-18,06:50,Kijauri,shuttle,11,1
10814,2018-02-18,07:05,Nyachenge,Bus,49,1
10815,2018-02-18,07:14,Rongo,Bus,49,1
10816,2018-02-18,07:11,Homa Bay,Bus,49,4
10817,2018-02-18,07:04,Rongo,Bus,49,11
10818,2018-02-18,07:00,Sirare,Bus,49,9
10819,2018-02-18,06:20,Kijauri,shuttle,11,2
10820,2018-02-18,07:10,Homa Bay,Bus,49,2
10821,2018-02-18,07:09,Rongo,Bus,49,3
10830,2017-12-19,07:40,Kisii,shuttle,11,11
10831,2018-02-19,07:05,Rongo,Bus,49,17
10832,2018-02-19,07:05,Nyachenge,Bus,49,5
10833,2018-02-19,07:15,Rongo,Bus,49,4
10834,2018-02-19,19:07,Sirare,Bus,49,49
10835,2018-02-19,07:08,Kehancha,Bus,49,9
10836,2018-02-19,07:08,Migori,Bus,49,22
10837,2018-02-19,07:08,Awendo,Bus,49,16
10838,2018-02-19,07:10,Homa Bay,Bus,49,4
10839,2018-02-19,07:09,Homa Bay,Bus,49,31
10840,2018-02-19,07:12,Migori,Bus,49,36
10841,2018-02-19,07:04,Rongo,Bus,49,10
10842,2018-02-19,07:13,Rongo,Bus,49,1
10843,2018-02-19,07:09,Rongo,Bus,49,4
10844,2018-02-19,07:11,Homa Bay,Bus,49,3
10845,2017-12-19,07:30,Kisii,shuttle,11,11
10846,2017-12-19,19:03,Kisii,Bus,49,23
10847,2017-12-19,07:20,Kisii,shuttle,11,12
10848,2017-12-19,07:09,Kisii,shuttle,11,11
10849,2017-12-19,07:02,Kisii,Bus,49,1
10850,2017-12-19,07:00,Kisii,shuttle,11,10
10851,2017-12-19,06:50,Kisii,shuttle,11,11
10852,2017-12-19,06:40,Kisii,shuttle,11,11
10853,2017-12-19,05:00,Kisii,shuttle,11,3
10854,2017-12-19,05:20,Kisii,shuttle,11,1
10857,2017-12-18,10:50,Kisii,shuttle,11,1
10858,2017-12-18,10:40,Kisii,shuttle,11,5
10859,2017-12-18,07:05,Kisii,Bus,49,1
10860,2017-12-18,19:03,Kisii,Bus,49,10
10861,2017-12-18,07:07,Kisii,Bus,49,35
10862,2017-12-18,10:30,Kisii,shuttle,11,10
10863,2017-12-18,10:20,Kisii,shuttle,11,11
10864,2018-02-19,07:06,Kijauri,Bus,49,2
10865,2017-12-18,10:10,Kisii,shuttle,11,11
10866,2017-12-18,07:10,Kisii,Bus,49,1
10867,2017-12-18,10:00,Kisii,shuttle,11,11
10868,2017-12-18,09:50,Kisii,shuttle,11,11
10869,2017-12-18,09:40,Kisii,shuttle,11,11
10870,2017-12-18,09:30,Kisii,shuttle,11,11
10871,2018-02-19,07:06,Keroka,Bus,49,1
10872,2017-12-18,09:20,Kisii,shuttle,11,11
10873,2017-12-18,09:10,Kisii,shuttle,11,11
10874,2017-12-18,09:00,Kisii,shuttle,11,11
10875,2018-02-19,07:04,Homa Bay,Bus,49,13
10876,2018-02-19,07:08,Rongo,Bus,49,2
10877,2018-02-19,07:15,Migori,Bus,49,5
10878,2018-02-19,07:00,Sirare,Bus,49,4
10879,2018-02-19,05:30,Kijauri,shuttle,11,1
10880,2018-02-19,05:00,Kijauri,shuttle,11,1
10881,2018-02-19,07:13,Kehancha,Bus,49,1
10883,2017-12-18,07:06,Kisii,Bus,49,5
10888,2017-12-18,08:50,Kisii,shuttle,11,11
10891,2017-12-18,08:40,Kisii,shuttle,11,11
10892,2017-12-18,05:00,Kisii,shuttle,11,2
10893,2018-02-19,05:20,Kijauri,shuttle,11,1
10895,2017-12-18,08:30,Kisii,shuttle,11,11
10896,2018-02-20,07:04,Nyachenge,Bus,49,1
10897,2018-02-20,19:07,Sirare,Bus,49,47
10898,2018-02-20,07:10,Homa Bay,Bus,49,2
10899,2018-02-20,07:09,Homa Bay,Bus,49,32
10900,2018-02-20,07:04,Homa Bay,Bus,49,15
10901,2018-02-20,07:12,Migori,Bus,49,19
10902,2018-02-20,07:05,Rongo,Bus,49,12
10903,2018-02-20,07:08,Kehancha,Bus,49,7
10904,2018-02-20,07:08,Awendo,Bus,49,17
10905,2017-12-18,08:20,Kisii,shuttle,11,8
10906,2018-02-20,07:06,Kijauri,Bus,49,2
10907,2017-12-18,08:00,Kisii,shuttle,11,11
10908,2017-12-18,08:10,Kisii,shuttle,11,6
10909,2018-02-20,07:13,Kehancha,Bus,49,8
10910,2017-12-18,19:06,Kisii,Bus,49,19
10911,2018-02-20,07:15,Migori,Bus,49,7
10912,2017-12-18,07:50,Kisii,shuttle,11,11
10913,2017-12-18,07:40,Kisii,shuttle,11,8
10914,2018-02-20,07:09,Rongo,Bus,49,3
10915,2018-02-20,07:10,Rongo,Bus,49,1
10916,2018-02-20,07:08,Migori,Bus,49,7
10917,2018-02-20,07:14,Rongo,Bus,49,2
10918,2017-12-18,07:30,Kisii,shuttle,11,10
10919,2017-12-18,07:20,Kisii,shuttle,11,11
10920,2017-12-18,19:05,Kisii,Bus,49,4
10921,2017-12-18,07:09,Kisii,shuttle,11,11
10922,2018-02-20,07:06,Keroka,Bus,49,1
10923,2017-12-18,19:04,Kisii,Bus,49,9
10924,2017-12-18,07:00,Kisii,shuttle,11,11
10925,2017-12-18,06:50,Kisii,shuttle,11,11
10926,2017-12-18,06:40,Kisii,shuttle,11,10
10927,2017-12-18,06:30,Kisii,shuttle,11,9
10928,2017-12-18,05:20,Kisii,shuttle,11,1
10929,2017-12-18,06:00,Kisii,shuttle,11,11
10930,2018-02-20,07:15,Rongo,Bus,49,1
10931,2017-12-18,05:50,Kisii,shuttle,11,11
10932,2017-12-18,05:40,Kisii,shuttle,11,11
10933,2018-02-20,07:04,Rongo,Bus,49,5
10934,2018-02-20,07:11,Homa Bay,Bus,49,3
10935,2017-12-18,07:04,Kisii,Bus,49,1
10938,2018-02-20,07:00,Sirare,Bus,49,7
10939,2018-02-20,08:00,Keroka,shuttle,11,1
10940,2018-02-20,07:14,Nyachenge,Bus,49,1
10949,2017-12-17,08:10,Kisii,shuttle,11,1
10950,2017-12-17,11:07,Kisii,shuttle,11,3
10951,2017-12-17,11:06,Kisii,shuttle,11,7
10952,2017-12-17,11:05,Kisii,shuttle,11,4
10953,2017-12-17,07:06,Kisii,Bus,49,21
10954,2017-12-17,11:04,Kisii,shuttle,11,10
